CityID,ObsID,year,LastObservation,City,metro_names,Country,continent,region,subregion,state_name,state_abbr,population,longitude,latitude,Walking,Cycling,Motorbykes,Active,Bus,Car,IncomeGroup,DataSource,DataLink,GDPPP 2022
M10757,ID0631,2013,YES,Vratza,Vratza,Bulgaria,Europe,Europe,Eastern Europe,,,60692,23.764,43.396,0.24,0.01,NA,0.25,0.2,0.55,Upper middle income,The European Platform on Mobility Management,https://epomm.eu/ ,15797.59558
M10758,C364,2019,YES,Waco,"Waco, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,254144,-97.1466695,31.549333,0.017957,0.001122,NA,0.01908,0.0001,0.98092,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10759,C365,2019,YES,Walla Walla,"Walla Walla, WA Metro Area",United States,North America,North America,Northern America,Washington,WA,62899,-118.3430208,46.0645809,0.060395,0.011614,NA,0.072009,0.004646,0.923345,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10760,C366,2019,YES,Warner Robins,"Warner Robins, GA Metro Area",United States,North America,North America,Northern America,Georgia,GA,182468,-83.624201,32.6130007,0.010045,0.001116,NA,0.011161,0.006696,0.982143,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10761,ID0633,2005,NO,Warsaw,Warsaw,Poland,Europe,Europe,Eastern Europe,,,1700000,21.021,52.241,0.21,0.01,NA,0.22,0.54,0.24,High income,The European Platform on Mobility Management,https://epomm.eu/ ,22112.86157
M10761,ID0632,2015,YES,Warsaw,Warsaw,Poland,Europe,Europe,Eastern Europe,,,1740000,21.021,52.241,0.18,0.03,NA,0.21,0.47,0.32,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,22112.86157
M10762,C367,2019,YES,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",United States,North America,North America,Northern America,Virginia,VA,5787825,-77.1250349,38.8851196,0.032885,0.005979,NA,0.038864,0.061286,0.899851,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10763,ID2980,1996,NO,Waterford,Waterford,Ireland,Europe,Europe,Northern Europe,,,60000,-7.104,52.256,0.301204819,0.060240964,NA,0.361445783,0.048192771,0.590361446,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,103684.8808
M10763,ID2981,2002,NO,Waterford,Waterford,Ireland,Europe,Europe,Northern Europe,,,60000,-7.104,52.256,0.2,0.021052632,0.021052632,0.221052632,0.042105263,0.736842105,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,103684.8808
M10763,ID2982,2011,YES,Waterford,Waterford,Ireland,Europe,Europe,Northern Europe,,,60000,-7.104,52.256,0.162473795,0.020964361,0.00524109,0.183438155,0.031446541,0.785115304,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,103684.8808
M10764,C368,2019,YES,Waterloo-Cedar Falls,"Waterloo-Cedar Falls, IA Metro Area",United States,North America,North America,Northern America,Iowa,IA,166588,-92.3425775,42.492786,0.048726,0.003322,NA,0.052049,0.0001,0.947951,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10765,C369,2019,YES,Watertown-Fort Drum,"Watertown-Fort Drum, NY Metro Area",United States,North America,North America,Northern America,New York,NY,116882,-75.9118592,43.9717872,0.075658,0.003289,NA,0.078947,0.001096,0.919956,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10766,ID0635,2021,YES,Watford,Watford,United Kingdom,Europe,Europe,Northern Europe,,,121000,-0.391,51.655,0.28,0.025,NA,0.305,0.115,0.58,High income,Transforming Travel in Watford: the strategy for 2021-2041,https://watford.moderngov.co.uk/documents/s36720/Cabinet%20Report%20for%20Transforming%20Travel%20in%20Watford%20The%20Strategy%20for%202021%20-%202041.pdf,48866.60396
M10767,C370,2019,YES,Wausau,"Wausau, WI Metro Area",United States,North America,North America,Northern America,Wisconsin,WI,133363,-89.6301221,44.9591352,0.016298,0.006985,NA,0.023283,0.002328,0.974389,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10768,C371,2019,YES,Weirton-Steubenville,"Weirton-Steubenville, WV-OH Metro Area",United States,North America,North America,Northern America,Ohio,OH,121661,-80.6339638,40.3697905,NA,NA,NA,0.029967,0.00111,0.968923,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10769,ID0636,2018,YES,Wellington,Wellington,New Zealand,Oceania,East Asia and Pacific,Australia and New Zeland,,,207000,174.77,-41.29,0.216495,0.041237,NA,0.257732,0.237113,0.505155,High income,NZ Census 2018,https://www.stats.govt.nz/2018-census/,48527.82892
M10770,C372,2019,YES,Wenatchee,"Wenatchee, WA Metro Area",United States,North America,North America,Northern America,Washington,WA,111451,-120.3103494,47.4234599,0.040909,0.004545,NA,0.045455,0.013636,0.940909,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10771,ID0637,2011,YES,West Midlands,West Midlands,United Kingdom,Europe,Europe,Northern Europe,,,2700000,-1.896,52.511,0.1,0.02,NA,0.12,0.18,0.7,High income,The European Platform on Mobility Management,https://epomm.eu/ ,48866.60396
M10772,C373,2019,YES,Wheeling,"Wheeling, WV-OH Metro Area",United States,North America,North America,Northern America,West Virginia,WV,145460,-80.7209149,40.0639616,NA,NA,NA,0.03125,0.003233,0.965517,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10773,C374,2019,YES,Wichita,"Wichita Falls, TX Metro Area",United States,North America,North America,Northern America,Kansas,KS,627862,-97.330053,37.6871761,0.075594,0.00216,NA,0.077754,0.00216,0.920086,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10774,C375,2019,YES,Wichita Falls,"Wichita, KS Metro Area",United States,North America,North America,Northern America,Texas,TX,149495,-98.4933873,33.9137085,0.012088,0.003297,NA,0.015385,0.004396,0.98022,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10775,ID2994,2001,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.113,0.072,0.008,0.185,0.197,0.618,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID2995,2004,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.091091091,0.039039039,0.012012012,0.13013013,0.227227227,0.642642643,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID2996,2005,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.124248497,0.053106212,0.018036072,0.177354709,0.22244489,0.600200401,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID2997,2006,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.124373119,0.053159478,0.018054162,0.177532598,0.222668004,0.599799398,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID2998,2007,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.124373119,0.053159478,0.018054162,0.177532598,0.222668004,0.599799398,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID2999,2008,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.124373119,0.053159478,0.018054162,0.177532598,0.222668004,0.599799398,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID3000,2009,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.124373119,0.053159478,0.018054162,0.177532598,0.222668004,0.599799398,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID3001,2012,NO,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.123867069,0.036253776,NA,0.160120846,0.235649547,0.604229607,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10775,ID3002,2016,YES,Wiesbaden,Wiesbaden,Germany,Europe,Europe,Western Europe,,,283083,8.259,50.068,0.12012012,0.043043043,0.01001001,0.163163163,0.232232232,0.604604605,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10776,C376,2019,YES,Williamsport,"Williamsport, PA Metro Area",United States,North America,North America,Northern America,Pennsylvania,PA,115501,-77.0010786,41.2411897,0.036545,0.003322,NA,0.039867,0.011074,0.949059,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10777,C377,2019,YES,Wilmington,"Wilmington, NC Metro Area",United States,North America,North America,Northern America,North Carolina,NC,261335,-77.9447102,34.2257255,0.005995,0.004796,NA,0.010791,0.008393,0.980815,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10778,C378,2019,YES,Winchester,"Winchester, VA-WV Metro Area",United States,North America,North America,Northern America,Virginia,VA,129477,-78.1633341,39.1856597,0.033937,0.001131,NA,0.035068,0.004525,0.960407,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10779,ID0640,2016,YES,Winnipeg,Winnipeg,Canada,North America,North America,Northern America,,,832000,-97.14,49.91,0.05,0.02,NA,0.07,0.14,0.79,High income,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm,53371.69743
M10780,C379,2019,YES,Winston-Salem,"Winston-Salem, NC Metro Area",United States,North America,North America,Northern America,North Carolina,NC,640858,-80.244216,36.0998596,0.012687,0.001153,NA,0.013841,0.004614,0.981546,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10781,ID3019,2001,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.118,0.013,0.015,0.131,0.174,0.695,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3020,2005,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.137274549,0.017034068,0.017034068,0.154308617,0.151302605,0.694388778,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3021,2006,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.137274549,0.017034068,0.017034068,0.154308617,0.151302605,0.694388778,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3022,2007,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.137412237,0.017051153,0.017051153,0.15446339,0.151454363,0.694082247,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3023,2008,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.137412237,0.017051153,0.017051153,0.15446339,0.151454363,0.694082247,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3024,2009,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.137412237,0.017051153,0.017051153,0.15446339,0.151454363,0.694082247,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3025,2012,NO,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.144736842,0.027327935,NA,0.172064777,0.19534413,0.632591093,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10781,ID3026,2016,YES,Witten,Witten,Germany,Europe,Europe,Western Europe,,,95897,7.336,51.448,0.094,0.029,0.011,0.123,0.123,0.754,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10782,C380,2019,YES,Worcester,"Worcester, MA-CT Metro Area",United States,North America,North America,Northern America,Massachusetts,MA,914452,-71.8022934,42.2625932,0.019512,0.002439,NA,0.021951,0.007317,0.970732,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10783,ID3041,2001,NO,Wrexham,Wrexham,United Kingdom,Europe,Europe,Northern Europe,,,135490,-2.992,53.042,0.017718715,0.005537099,0.011074197,0.023255814,0.064230343,0.912513843,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,48866.60396
M10783,ID3042,2011,YES,Wrexham,Wrexham,United Kingdom,Europe,Europe,Northern Europe,,,135490,-2.992,53.042,0.092462312,0.014070352,0.007035176,0.106532663,0.065326633,0.828140704,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,48866.60396
M10784,ID0644,2011,NO,Wroclaw,Wroclaw,Poland,Europe,Europe,Eastern Europe,,,632996,17.036,51.119,0.19,0.04,NA,0.23,0.35,0.42,High income,The European Platform on Mobility Management,https://epomm.eu/ ,22112.86157
M10784,ID0643,2018,YES,Wroclaw,Wroclaw,Poland,Europe,Europe,Eastern Europe,,,630000,17.036,51.119,0.243216,0.063317,NA,0.306533,0.277387,0.41608,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,22112.86157
M10785,ID3043,2001,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.111,0.007,0.012,0.118,0.225,0.657,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID0647,2002,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,366680,7.146,51.253,0.3,0.01,NA,0.31,0.18,0.51,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10785,ID3044,2004,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.111,0.009,0.008,0.12,0.224,0.656,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID3045,2005,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.121334681,0.008088979,0.018200202,0.12942366,0.258847321,0.611729019,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID3046,2006,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.121212121,0.008080808,0.018181818,0.129292929,0.25959596,0.611111111,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID3047,2007,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.121212121,0.008080808,0.018181818,0.129292929,0.25959596,0.611111111,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID3048,2008,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.121212121,0.008080808,0.018181818,0.129292929,0.25959596,0.611111111,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID3049,2009,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.121212121,0.008080808,0.018181818,0.129292929,0.25959596,0.611111111,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID0646,2011,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,349470,7.146,51.253,0.15,0.02,NA,0.17,0.26,0.57,High income,Mobilitätsbefragung 2020 Stadt Wuppertal,https://www.wuppertal.de/rathaus-buergerservice/verkehr/mobil_sein/mobilitaetsbefragung.php.media/383782/Mobilitaetsuntersuchung_Wuppertal_2020_Kurzfassung.pdf,52745.75571
M10785,ID3050,2012,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.13030303,0.007070707,NA,0.137373737,0.237373737,0.625252525,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID3051,2016,NO,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,358876,7.146,51.253,0.108,0.016,0.019,0.124,0.231,0.645,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10785,ID0645,2020,YES,Wuppertal,Wuppertal,Germany,Europe,Europe,Western Europe,,,349470,7.146,51.253,0.22,0.08,NA,0.3,0.12,0.58,High income,Mobilitätsbefragung 2020 Stadt Wuppertal,https://www.wuppertal.de/rathaus-buergerservice/verkehr/mobil_sein/mobilitaetsbefragung.php.media/383782/Mobilitaetsuntersuchung_Wuppertal_2020_Kurzfassung.pdf,52745.75571
M10786,C381,2019,YES,Yakima,"Yakima, WA Metro Area",United States,North America,North America,Northern America,Washington,WA,242624,-120.5058987,46.6020711,0.017297,0.002162,NA,0.019459,0.001081,0.979459,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10787,ID3061,2011,YES,York,York,United Kingdom,Europe,Europe,Northern Europe,,,207542,-1.087,53.956,0.196177062,0.121730382,0.010060362,0.317907445,0.104627767,0.577464789,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,48866.60396
M10788,C382,2019,YES,York-Hanover,"York-Hanover, PA Metro Area",United States,North America,North America,Northern America,Pennsylvania,PA,433572,-76.9830358,39.8006553,0.021814,0.001148,NA,0.022962,0.004592,0.972445,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10789,C383,2019,YES,Youngstown,"Youngstown-Warren-Boardman, OH-PA Metro Area",United States,North America,North America,Northern America,Ohio,OH,553906,-80.6632103,41.0799329,0.022654,0.001079,NA,0.023732,0.005394,0.970874,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10790,C384,2019,YES,Yuba City,"Yuba City, CA Metro Area",United States,North America,North America,Northern America,California,CA,165810,-121.6169108,39.1404477,NA,NA,NA,0.016026,0.003205,0.980769,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10791,C385,2019,YES,Yuma,"Yuma, AZ Metro Area",United States,North America,North America,Northern America,Arizona,AZ,199154,-114.6276916,32.6926512,0.009847,0.002188,NA,0.012035,0.017505,0.97046,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10792,ID0649,1998,YES,Zagreb,Zagreb,Croatia,Europe,Europe,Southern Europe,,,779000,15.963,45.806,0.25,0.01,NA,0.26,0.37,0.37,High income,The European Platform on Mobility Management,https://epomm.eu/ ,21459.78478
M10793,ID3063,2001,NO,Zaragoza,Zaragoza,Spain,Europe,Europe,Southern Europe,,,683949,-0.87,41.65,0.183454693,0.005562298,0.024372977,0.18901699,0.310072816,0.500910194,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,32676.98371
M10793,ID3064,2004,NO,Zaragoza,Zaragoza,Spain,Europe,Europe,Southern Europe,,,683949,-0.87,41.65,0.168816882,0.00380038,0.02280228,0.172617262,0.291929193,0.535453545,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,32676.98371
M10793,ID0657,2007,NO,Zaragoza,Zaragoza,Spain,Europe,Europe,Southern Europe,,,674000,-0.87,41.65,0.5052,0.0092,NA,0.5144,0.2007,0.2849,High income,The European Platform on Mobility Management,https://epomm.eu/ ,32676.98371
M10793,ID3065,2008,NO,Zaragoza,Zaragoza,Spain,Europe,Europe,Southern Europe,,,683949,-0.87,41.65,0.195338181,0.004382907,0.002589899,0.199721088,0.451638609,0.348640303,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,32676.98371
M10793,ID0650,2017,YES,Zaragoza,Zaragoza,Spain,Europe,Europe,Southern Europe,,,674000,-0.87,41.65,0.461871,0.029175,NA,0.491046,0.238531,0.270423,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,32676.98371
M10794,ID0651,2011,YES,Zilina,Žilina,Slovakia,Europe,Europe,Eastern Europe,,,81515,18.736,49.226,0.24,0.08,NA,0.32,0.22,0.46,High income,The European Platform on Mobility Management,https://epomm.eu/ ,24470.23854
M10795,ID0652,2015,YES,Zlín,Zlín,Czechia,Europe,Europe,Eastern Europe,,,75112,17.666,49.225,0.22,0.01,NA,0.23,0.26,0.51,High income,The European Platform on Mobility Management,https://epomm.eu/ ,30427.42347
M10796,ID0655,2001,NO,Zurich,Zürich,Switzerland,Europe,Europe,Western Europe,,,365098,8.539,47.371,0.23,0.07,NA,0.3,0.27,0.43,High income,The European Platform on Mobility Management,https://epomm.eu/ ,99994.93802
M10796,ID0654,2005,NO,Zurich,Zürich,Switzerland,Europe,Europe,Western Europe,,,390000,8.539,47.371,0.35,0.06,NA,0.41,0.29,0.3,High income,The European Platform on Mobility Management,https://epomm.eu/ ,99994.93802
M10796,ID0767,2010,NO,Zurich,Zürich,Switzerland,Europe,Europe,Western Europe,,,390000,8.539,47.371,0.363636364,0.060606061,NA,0.424242424,0.323232323,0.252525253,High income,Swiss Städtekonferenz Mobilität,https://skm-cvm.ch/de/Info/Fakten/Stadtevergleich_Mobilitat,99994.93802
M10796,ID3069,2013,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.041,0.035,0.009,0.076,0.576,0.348,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID3070,2014,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.04340434,0.04040404,0.00950095,0.083808381,0.573257326,0.342934293,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID0653,2015,NO,Zurich,Zürich,Switzerland,Europe,Europe,Western Europe,,,390000,8.539,47.371,0.336735,0.122449,NA,0.459184,0.326531,0.214286,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,99994.93802
M10796,ID3071,2016,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.04,0.05,0.01,0.09,0.58,0.33,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID3072,2017,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.0451,0.0516,0.0088,0.0967,0.5862,0.3171,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID3073,2018,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.0403,0.0574,0.0088,0.0977,0.5875,0.3148,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID3074,2019,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.050705071,0.059705971,0.00990099,0.110411041,0.591759176,0.297829783,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID3075,2020,NO,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.04610461,0.066306631,0.01010101,0.112411241,0.599859986,0.287728773,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10796,ID3076,2021,YES,Zurich,Zurich,Switzerland,Europe,Europe,Western Europe,,,704537,8.539,47.371,0.052594741,0.077992201,0.0109989,0.130586941,0.556944306,0.312468753,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,99994.93802
M10797,ID3077,2001,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.148,0.029,0.01,0.177,0.096,0.727,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3078,2005,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.097585513,0.027162978,0.007042254,0.124748491,0.049295775,0.825955734,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3079,2006,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.097585513,0.027162978,0.007042254,0.124748491,0.049295775,0.825955734,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3080,2007,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.097683787,0.026183283,0.007049345,0.123867069,0.049345418,0.826787513,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3081,2008,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.097782258,0.026209677,0.007056452,0.123991935,0.048387097,0.827620968,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3082,2009,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.097683787,0.026183283,0.007049345,0.123867069,0.048338369,0.827794562,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3083,2012,NO,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.12286002,0.063444109,NA,0.186304129,0.104733132,0.708962739,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10797,ID3084,2016,YES,Zwickau,Zwickau,Germany,Europe,Europe,Western Europe,,,87172,12.492,50.718,0.088,0.045,0.012,0.133,0.107,0.76,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10798,ID2513,2001,NO,Regensburg,Regensburg,Germany,Europe,Europe,Western Europe,,,157443,12.097295,49.02557,0.093,0.055,0.016,0.148,0.095,0.757,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10798,ID2514,2004,NO,Regensburg,Regensburg,Germany,Europe,Europe,Western Europe,,,157443,12.097295,49.02557,0.077471967,0.054026504,0.019367992,0.131498471,0.100917431,0.767584098,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10798,ID2515,2005,NO,Regensburg,Regensburg,Germany,Europe,Europe,Western Europe,,,157443,12.097295,49.02557,0.086868687,0.126262626,0.014141414,0.213131313,0.262626263,0.524242424,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10798,ID2516,2006,NO,Regensburg,Regensburg,Germany,Europe,Europe,Western Europe,,,157443,12.097295,49.02557,0.086868687,0.126262626,0.014141414,0.213131313,0.262626263,0.524242424,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10798,ID2517,2007,NO,Regensburg,Regensburg,Germany,Europe,Europe,Western Europe,,,157443,12.097295,49.02557,0.086781029,0.126135217,0.014127144,0.212916246,0.263370333,0.523713421,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
